# Based on the WLTC drive cycle
# see #1264 for discussion and how to use this drive cycle
# time [s],Power [kW]
1527.5,-10.110455
1527.6,-10.077729
1527.7,-10.04154
1527.8,-10.005372
1527.9,-10.016949
1528,-9.980844
1528.1,-8.827379
1528.2,-8.797657
1528.3,-8.767958
1528.4,-8.362812
1528.5,-8.33497
1528.6,-8.496284
1528.7,-8.467634
1528.8,-8.438844
1528.9,-8.526288
1529,-8.497068
1529.1,-6.280245
1529.2,-6.261987
1529.3,-6.243739
1529.4,-5.468178
1529.5,-5.452866
1529.6,-5.759226
1529.7,-5.742823
1529.8,-5.726241
1529.9,-5.891651
1530,-5.874511
1530.1,-3.210432
1530.2,-3.203267
1530.3,-3.196109
1530.4,-2.24053
1530.5,-2.23578
1530.6,-2.616695
1530.7,-2.611011
1530.8,-2.605255
1530.9,-2.802663
1531,-2.79643
1531.1,0.291064
1531.2,0.291064
1531.3,0.291064
1531.4,0.985884
1531.5,0.985112
1531.6,0.925141
1531.7,0.924421
1531.8,0.923702
1531.9,0.860989
1532,0.860327
1532.1,3.931944
1532.2,3.9309
1532.3,3.929857
1532.4,5.468096
1532.5,5.468631
1532.6,5.019151
1532.7,5.0191
1532.8,5.01905
1532.9,4.652361
1533,4.65191
1533.1,9.587267
1533.2,9.597861
1533.3,9.608444
1533.4,11.577633
1533.5,11.595891
1533.6,10.444126
1533.7,10.457547
1533.8,10.470955
1533.9,9.602011
1534,9.612215
1534.1,14.229069
1534.2,14.259745
1534.3,14.290311
1534.4,16.056708
1534.5,16.097412
1534.6,14.823376
1534.7,14.856169
1534.8,14.888929
1534.9,13.944995
1535,13.972435
1535.1,20.299239
1535.2,20.367945
1535.3,20.436589
1535.4,22.95259
1535.5,23.041654
1535.6,21.464973
1535.7,21.539652
1535.8,21.614265
1535.9,20.451163
1536,20.516069
1536.1,24.983013
1536.2,25.084731
1536.3,25.186358
1536.4,26.933114
1536.5,27.050202
1536.6,25.819661
1536.7,25.923818
1536.8,26.02789
1536.9,25.138004
1537,25.232117
1537.1,28.149493
1537.2,28.269231
1537.3,28.38887
1537.4,29.568748
1537.5,29.69849
1537.6,28.938026
1537.7,29.058928
1537.8,29.179729
1537.9,28.649757
1538,28.764339
1538.1,31.930853
1538.2,32.074595
1538.3,32.21821
1538.4,33.620061
1538.5,33.776448
1538.6,33.207215
1538.7,33.355996
1538.8,33.503691
1538.9,33.116945
1539,33.259169
1539.1,33.923254
1539.2,34.070192
1539.3,34.216989
1539.4,34.54334
1539.5,34.691592
1539.6,34.597863
1539.7,34.743502
1539.8,34.888999
1539.9,34.884847
1540,35.028654
1540.1,36.831055
1540.2,36.990553
1540.3,37.149896
1540.4,38.097544
1540.5,38.262927
1540.6,38.228685
1540.7,38.391762
1540.8,38.554657
1540.9,38.588606
1541,38.749911
1541.1,37.995533
1541.2,38.147964
1541.3,38.30022
1541.4,38.047038
1541.5,38.195306
1541.6,38.490216
1541.7,38.639445
1541.8,38.7885
1541.9,39.099817
1542,39.249974
1542.1,36.985677
1542.2,37.114639
1542.3,37.243428
1542.4,36.286907
1542.5,36.40676
1542.6,36.954794
1542.7,37.077684
1542.8,37.200431
1542.9,37.718486
1543,37.843965
1543.1,33.172914
1543.2,33.263416
1543.3,33.353797
1543.4,31.195553
1543.5,31.27143
1543.6,32.058656
1543.7,32.13869
1543.8,32.218615
1543.9,32.937696
1544,33.02138
1544.1,25.956696
1544.2,26.000985
1544.3,26.045209
1544.4,22.655116
1544.5,22.684618
1544.6,23.644773
1544.7,23.677741
1544.8,23.710659
1544.9,24.576841
1545,24.613061
1545.1,20.230623
1545.2,20.250367
1545.3,20.270081
1545.4,18.227094
1545.5,18.240599
1545.6,19.026574
1545.7,19.042231
1545.8,19.057863
1545.9,19.748297
1546,19.765895
1546.1,16.942999
1546.2,16.952731
1546.3,16.962448
1546.4,15.665326
1546.5,15.672021
1546.6,16.239357
1546.7,16.247269
1546.8,16.255168
1546.9,16.748498
1547,16.757493
1547.1,15.466016
1547.2,15.472091
1547.3,15.478156
1547.4,14.921964
1547.5,14.92688
1547.6,15.282051
1547.7,15.287646
1547.8,15.293232
1547.9,15.596951
1548,15.60313
1548.1,16.693367
1548.2,16.701916
1548.3,16.71045
1548.4,17.349955
1548.5,17.359961
1548.6,17.475793
1548.7,17.486027
1548.8,17.496244
1548.9,17.584179
1549,17.594555
1549.1,17.668573
1549.2,17.679073
1549.3,17.689556
1549.4,17.752849
1549.5,17.763434
1549.6,17.818144
1549.7,17.828804
1549.8,17.839446
1549.9,17.887481
1550,17.898181
1550.1,19.630387
1550.2,19.645653
1550.3,19.660896
1550.4,20.585148
1550.5,20.602987
1550.6,20.554441
1550.7,20.572024
1550.8,20.589578
1550.9,20.54143
1551,20.558732
1551.1,20.527566
1551.2,20.544669
1551.3,20.561745
1551.4,20.544449
1551.5,20.561368
1551.6,20.555391
1551.7,20.572187
1551.8,20.588957
1551.9,20.592046
1552,20.60872
1552.1,21.463431
1552.2,21.482549
1552.3,21.501637
1552.4,21.964365
1552.5,21.984777
1552.6,21.96918
1552.7,21.989412
1552.8,22.009611
1552.9,21.9986
1553,22.018528
1553.1,21.175496
1553.2,21.192758
1553.3,21.209991
1553.4,20.773617
1553.5,20.789498
1553.6,20.842655
1553.7,20.858587
1553.8,20.874492
1553.9,20.933873
1554,20.949757
1554.1,21.849328
1554.2,21.867717
1554.3,21.886076
1554.4,22.388707
1554.5,22.408456
1554.6,22.427955
1554.7,22.447637
1554.8,22.467285
1554.9,22.485206
1555,22.504783
1555.1,23.372184
1555.2,23.394333
1555.3,23.416452
1555.4,23.896293
1555.5,23.919805
1555.6,23.923624
1555.7,23.946993
1555.8,23.970323
1555.9,23.977549
1556,24.000748
1556.1,25.70435
1556.2,25.733161
1556.3,25.761924
1556.4,26.690586
1556.5,26.722482
1556.6,26.698191
1556.7,26.729774
1556.8,26.761304
1556.9,26.742476
1557,26.773717
1557.1,27.617377
1557.2,27.651553
1557.3,27.685671
1557.4,28.154785
1557.5,28.190426
1557.6,28.193239
1557.7,28.228633
1557.8,28.263967
1557.9,28.27655
1558,28.311677
1558.1,30.868508
1558.2,30.913577
1558.3,30.958578
1558.4,32.362268
1558.5,32.412704
1558.6,32.391096
1558.7,32.441045
1558.8,32.490909
1558.9,32.474681
1559,32.524089
1559.1,33.377159
1559.2,33.429945
1559.3,33.482642
1559.4,33.97143
1559.5,34.025896
1559.6,34.056211
1559.7,34.110384
1559.8,34.164465
1559.9,34.208411
1560,34.262263
1560.1,34.324852
1560.2,34.378558
1560.3,34.432172
1560.4,34.510194
1560.5,34.563732
1560.6,34.654496
1560.7,34.708031
1560.8,34.761475
1560.9,34.863194
1561,34.916669
1561.1,35.027047
1561.2,35.080589
1561.3,35.134039
1561.4,35.251788
1561.5,35.305336
1561.6,35.429092
1561.7,35.482763
1561.8,35.536341
1561.9,35.665291
1562,35.718756
1562.1,35.851762
1562.2,35.905384
1562.3,35.95891
1562.4,36.095767
1562.5,36.149464
1562.6,36.289385
1562.7,36.343263
1562.8,36.397046
1562.9,36.540165
1563,36.59493
1563.1,37.579438
1563.2,37.638109
1563.3,37.696677
1563.4,38.308137
1563.5,38.369014
1563.6,38.511755
1563.7,38.57279
1563.8,38.633719
1563.9,38.774862
1564,38.835936
1564.1,38.98239
1564.2,39.043634
1564.3,39.104769
1564.4,39.254732
1564.5,39.316048
1564.6,39.46987
1564.7,39.531384
1564.8,39.592788
1564.9,39.750588
1565,39.812203
1565.1,39.973171
1565.2,40.035011
1565.3,40.0966
1565.4,40.260523
1565.5,40.322298
1565.6,40.488638
1565.7,40.550652
1565.8,40.612553
1565.9,40.781375
1566,40.843522
1566.1,41.8504
1566.2,41.916557
1566.3,41.982601
1566.4,42.624213
1566.5,42.692671
1566.6,42.869458
1566.7,42.938163
1566.8,43.006743
1566.9,43.180696
1567,43.249505
1567.1,41.756491
1567.2,41.818037
1567.3,41.879468
1567.4,41.121017
1567.5,41.178721
1567.6,41.351492
1567.7,41.409463
1567.8,41.467325
1567.9,41.65361
1568,41.711793
1568.1,41.062627
1568.2,41.117653
1568.3,41.172574
1568.4,40.884391
1568.5,40.937713
1568.6,41.110719
1568.7,41.164044
1568.8,41.217265
1568.9,41.395071
1569,41.448581
1569.1,40.791592
1569.2,40.842086
1569.3,40.89248
1569.4,40.593771
1569.5,40.64262
1569.6,40.803362
1569.7,40.852447
1569.8,40.901435
1569.9,41.067353
1570,41.116593
1570.1,40.448966
1570.2,40.495301
1570.3,40.541661
1570.4,40.230587
1570.5,40.275711
1570.6,40.422833
1570.7,40.468154
1570.8,40.513383
1570.9,40.666143
1571,40.711586
1571.1,40.032194
1571.2,40.074815
1571.3,40.117348
1571.4,39.792443
1571.5,39.833474
1571.6,39.965603
1571.7,40.006815
1571.8,40.047941
1571.9,40.187067
1572,40.22837
1572.1,39.536752
1572.2,39.575314
1572.3,39.613796
1572.4,39.274857
1572.5,39.311903
1572.6,39.428902
1572.7,39.466064
1572.8,39.503149
1572.9,39.626686
1573,39.663756
1573.1,37.30056
1573.2,37.329776
1573.3,37.358929
1573.4,36.049955
1573.5,36.075013
1573.6,36.130101
1573.7,36.155142
1573.8,36.180146
1573.9,36.256432
1574,36.281475
1574.1,34.705023
1574.2,34.725506
1574.3,34.745944
1574.4,33.86869
1574.5,33.886683
1574.6,33.916656
1574.7,33.934601
1574.8,33.952506
1574.9,33.997896
1575,34.015793
1575.1,32.411874
1575.2,32.425701
1575.3,32.439508
1575.4,31.532656
1575.5,31.544276
1575.6,31.542643
1575.7,31.554182
1575.8,31.565696
1575.9,31.580477
1576,31.591947
1576.1,29.136915
1576.2,29.14316
1576.3,29.149391
1576.4,27.73558
1576.5,27.739129
1576.6,27.679027
1576.7,27.682447
1576.8,27.68586
1576.9,27.650926
1577,27.654255
1577.1,25.978987
1577.2,25.979481
1577.3,25.979972
1577.4,24.99882
1577.5,24.997798
1577.6,24.921411
1577.7,24.920282
1577.8,24.919156
1577.9,24.86212
1578,24.860917
1578.1,23.163322
1578.2,23.159803
1578.3,23.156293
1578.4,22.154101
1578.5,22.149398
1578.6,22.052646
1578.7,22.04786
1578.8,22.043085
1578.9,21.965839
1579,21.961004
1579.1,21.88971
1579.2,21.884821
1579.3,21.879945
1579.4,21.813612
1579.5,21.808689
1579.6,21.74673
1579.7,21.741765
1579.8,21.736812
1579.9,21.678615
1580,21.673626
1580.1,19.971521
1580.2,19.964834
1580.3,19.958162
1580.4,18.950479
1580.5,18.942984
1580.6,18.839308
1580.7,18.831772
1580.8,18.824254
1580.9,18.738827
1581,18.731284
1581.1,19.474372
1581.2,19.467485
1581.3,19.460613
1581.4,19.861804
1581.5,19.855331
1581.6,19.808807
1581.7,19.802327
1581.8,19.795862
1581.9,19.744357
1582,19.737881
1582.1,18.039817
1582.2,18.031987
1582.3,18.024175
1582.4,17.020529
1582.5,17.0121
1582.6,16.912006
1582.7,16.903562
1582.8,16.895139
1582.9,16.812033
1583,16.803605
1583.1,15.900093
1583.2,15.891229
1583.3,15.882386
1583.4,15.32873
1583.5,15.319688
1583.6,15.220142
1583.7,15.211098
1583.8,15.202069
1583.9,15.112867
1584,15.103849
1584.1,14.193877
1584.2,14.184591
1584.3,14.175327
1584.4,13.615597
1584.5,13.606237
1584.6,13.500988
1584.7,13.491654
1584.8,13.482342
1584.9,13.387414
1585,13.378131
1585.1,12.461853
1585.2,12.45249
1585.3,12.443149
1585.4,11.877688
1585.5,11.868341
1585.6,11.757872
1585.7,11.74857
1585.8,11.739291
1585.9,11.639275
1586,11.630041
1586.1,10.706031
1586.2,10.696895
1586.3,10.687783
1586.4,10.116662
1586.5,10.10767
1586.6,9.993128
1586.7,9.9842
1586.8,9.975295
1586.9,9.870982
1587,9.862139
1587.1,9.760933
1587.2,9.752154
1587.3,9.743396
1587.4,9.645093
1587.5,9.63662
1587.6,9.540612
1587.7,9.532202
1587.8,9.523813
1587.9,9.429759
1588,9.421432
1588.1,10.157989
1588.2,10.14957
1588.3,10.141171
1588.4,10.525966
1588.5,10.517562
1588.6,10.447761
1588.7,10.439404
1588.8,10.431068
1588.9,10.354766
1589,10.346476
1589.1,11.927423
1589.2,11.919191
1589.3,11.910979
1589.4,12.782396
1589.5,12.774414
1589.6,12.734256
1589.7,12.726303
1589.8,12.718368
1589.9,12.663573
1590,12.655663
1590.1,13.427156
1590.2,13.419509
1590.3,13.411879
1590.4,13.828442
1590.5,13.821014
1590.6,13.780615
1590.7,13.773207
1590.8,13.765817
1590.9,13.717932
1591,13.710559
1591.1,15.317387
1591.2,15.310905
1591.3,15.304438
1591.4,16.199594
1591.5,16.193791
1591.6,16.173386
1591.7,16.167599
1591.8,16.161824
1591.9,16.127153
1592,16.121382
1592.1,16.086626
1592.2,16.080859
1592.3,16.075104
1592.4,16.040468
1592.5,16.034717
1592.6,16.000207
1592.7,15.994459
1592.8,15.988724
1592.9,15.954323
1593,15.948592
1593.1,17.571052
1593.2,17.566776
1593.3,17.562508
1593.4,18.470199
1593.5,18.466909
1593.6,18.456912
1593.7,18.453629
1593.8,18.450354
1593.9,18.426915
1594,18.423631
1594.1,18.400977
1594.2,18.397686
1594.3,18.394402
1594.4,18.372607
1594.5,18.369317
1594.6,18.348286
1594.7,18.344991
1594.8,18.341703
1594.9,18.32129
1595,18.317997
1595.1,16.640583
1595.2,16.635637
1595.3,16.630701
1595.4,15.670927
1595.5,15.665236
1595.6,15.623611
1595.7,15.617919
1595.8,15.61224
1595.9,15.584299
1596,15.578628
1596.1,15.55011
1596.2,15.544448
1596.3,15.538798
1596.4,15.5096
1596.5,15.503957
1596.6,15.474191
1596.7,15.468555
1596.8,15.462932
1596.9,15.432686
1597,15.427069
1597.1,12.910236
1597.2,12.903224
1597.3,12.896228
1597.4,11.455509
1597.5,11.448126
1597.6,11.384862
1597.7,11.377504
1597.8,11.370162
1597.9,11.326981
1598,11.319667
1598.1,10.444909
1598.2,10.437538
1598.3,10.430183
1598.4,9.913626
1598.5,9.906288
1598.6,9.848969
1598.7,9.841667
1598.8,9.834382
1598.9,9.782904
1599,9.775654
1599.1,8.891108
1599.2,8.883968
1599.3,8.876846
1599.4,8.352671
1599.5,8.345678
1599.6,8.282127
1599.7,8.27518
1599.8,8.268249
1599.9,8.210739
1600,8.203848
1600.1,7.312438
1600.2,7.305843
1600.3,7.299263
1600.4,6.769704
1600.5,6.763364
1600.6,6.695527
1600.7,6.689256
1600.8,6.682999
1600.9,6.621267
1601,6.615066
1601.1,6.552184
1601.2,6.546038
1601.3,6.539906
1601.4,6.476035
1601.5,6.46996
1601.6,6.405264
1601.7,6.399244
1601.8,6.393239
1601.9,6.328383
1602,6.322515
1602.1,7.923688
1602.2,7.917213
1602.3,7.910753
1602.4,8.780215
1602.5,8.77366
1602.6,8.713767
1602.7,8.707245
1602.8,8.700738
1602.9,8.628083
1603,8.621611
1603.1,10.218647
1603.2,10.212279
1603.3,10.205925
1603.4,11.069043
1603.5,11.062918
1603.6,10.998943
1603.7,10.992828
1603.8,10.986726
1603.9,10.912761
1604,10.906666
1604.1,11.669888
1604.2,11.66409
1604.3,11.658305
1604.4,12.057732
1604.5,12.052156
1604.6,11.990092
1604.7,11.98451
1604.8,11.97894
1604.9,11.914353
1605,11.908779
1605.1,14.346073
1605.2,14.342172
1605.3,14.338279
1605.4,15.673001
1605.5,15.67043
1605.6,15.610383
1605.7,15.607761
1605.8,15.605143
1605.9,15.532183
1606,15.529501
1606.1,15.465826
1606.2,15.46309
1606.3,15.46036
1606.4,15.404767
1606.5,15.401993
1606.6,15.353233
1606.7,15.350421
1606.8,15.347615
1606.9,15.304547
1607,15.301711
1607.1,16.929971
1607.2,16.929052
1607.3,16.928135
1607.4,17.819545
1607.5,17.819852
1607.6,17.780873
1607.7,17.781122
1607.8,17.781371
1607.9,17.735387
1608,17.735569
1608.1,17.697238
1608.2,17.697364
1608.3,17.69749
1608.4,17.665741
1608.5,17.665821
1608.6,17.639621
1608.7,17.639664
1608.8,17.639707
1608.9,17.618111
1609,17.618123
1609.1,19.26795
1609.2,19.2705
1609.3,19.273045
1609.4,20.183878
1609.5,20.187991
1609.6,20.166849
1609.7,20.170899
1609.8,20.174942
1609.9,20.146611
1610,20.150579
1610.1,19.295922
1610.2,19.298389
1610.3,19.300852
1610.4,18.824013
1610.5,18.825689
1610.6,18.821164
1610.7,18.822824
1610.8,18.824481
1610.9,18.829178
1611,18.830833
1611.1,20.504026
1611.2,20.50854
1611.3,20.513045
1611.4,21.445138
1611.5,21.451402
1611.6,21.449667
1611.7,21.45589
1611.8,21.462102
1611.9,21.451446
1612,21.4576
1612.1,22.286949
1612.2,22.294759
1612.3,22.302554
1612.4,22.766053
1612.5,22.774788
1612.6,22.775707
1612.7,22.784391
1612.8,22.793058
1612.9,22.793
1613,22.801615
1613.1,24.475609
1613.2,24.487972
1613.3,24.500311
1613.4,25.440249
1613.5,25.454825
1613.6,25.465622
1613.7,25.480132
1613.8,25.494614
1613.9,25.499389
1614,25.51379
1614.1,26.361092
1614.2,26.377581
1614.3,26.394038
1614.4,26.878979
1614.5,26.896618
1614.6,26.921118
1614.7,26.938708
1614.8,26.956264
1614.9,26.980585
1615,26.998094
1615.1,28.697894
1615.2,28.720065
1615.3,28.742194
1615.4,29.710686
1615.5,29.735571
1615.6,29.776115
1615.7,29.800953
1615.8,29.825743
1615.9,29.860834
1616,29.88556
1616.1,31.598282
1616.2,31.628273
1616.3,31.658207
1616.4,32.642325
1616.5,32.675354
1616.6,32.733583
1616.7,32.766573
1616.8,32.799427
1616.9,32.853156
1617,32.885924
1617.1,33.783514
1617.2,33.819132
1617.3,33.854681
1617.4,34.393185
1617.5,34.430366
1617.6,34.51032
1617.7,34.547535
1617.8,34.58468
1617.9,34.665481
1618,34.702638
1618.1,35.624822
1618.2,35.665019
1618.3,35.705139
1618.4,36.267834
1618.5,36.309719
1618.6,36.413078
1618.7,36.455057
1618.8,36.496955
1618.9,36.599699
1619,36.641661
1619.1,35.082922
1619.2,35.118968
1619.3,35.154945
1619.4,34.329004
1619.5,34.361897
1619.6,34.465862
1619.7,34.498886
1619.8,34.531846
1619.9,34.650438
1620,34.683553
1620.1,33.969691
1620.2,34.000208
1620.3,34.030663
1620.4,33.678394
1620.5,33.707513
1620.6,33.816334
1620.7,33.845589
1620.8,33.874785
1620.9,33.989344
1621,34.018693
1621.1,32.469214
1621.2,32.493618
1621.3,32.517981
1621.4,31.68706
1621.5,31.708862
1621.6,31.796701
1621.7,31.818601
1621.8,31.840456
1621.9,31.939743
1622,31.961629
1622.1,30.39826
1622.2,30.415769
1622.3,30.433241
1622.4,29.58355
1622.5,29.598761
1622.6,29.664352
1622.7,29.679624
1622.8,29.694863
1622.9,29.771734
1623,29.787062
1623.1,26.546922
1623.2,26.554811
1623.3,26.562683
1623.4,24.745415
1623.5,24.749737
1623.6,24.757959
1623.7,24.762269
1623.8,24.76657
1623.9,24.800005
1624,24.804339
1624.1,22.354041
1624.2,22.354269
1624.3,22.354496
1624.4,20.967295
1624.5,20.965562
1624.6,20.946964
1624.7,20.945217
1624.8,20.943473
1624.9,20.943967
1625,20.942233
1625.1,18.459265
1625.2,18.454662
1625.3,18.45007
1625.4,17.030057
1625.5,17.024209
1625.6,16.971926
1625.7,16.966067
1625.8,16.96022
1625.9,16.928077
1626,16.922236
1626.1,11.928366
1626.2,11.920172
1626.3,11.911997
1626.4,9.035593
1626.5,9.027636
1626.6,8.89197
1626.7,8.884085
1626.8,8.876214
1626.9,8.784512
1627,8.776703
1627.1,5.393452
1627.2,5.387433
1627.3,5.381427
1627.4,3.526192
1627.5,3.521737
1627.6,3.439011
1627.7,3.434653
1627.8,3.430307
1627.9,3.366902
1628,3.362635
1628.1,2.638561
1628.2,2.635066
1628.3,2.63158
1628.4,1.569201
1628.5,1.566928
1628.6,0.291064
1628.7,0.291064
1628.8,0.291064
1628.9,-0.961333
1629,-0.960068
1629.1,-2.937072
1629.2,-2.932384
1629.3,-2.927641
1629.4,-3.608625
1629.5,-3.602665
1629.6,-3.844046
1629.7,-3.837636
1629.8,-3.831198
1629.9,-4.003489
1630,-3.996737
1630.1,-3.13214
1630.2,-3.127135
1630.3,-3.122097
1630.4,-2.873095
1630.5,-2.868508
1630.6,-3.074405
1630.7,-3.069451
1630.8,-3.064476
1630.9,-3.219332
1631,-3.214087
1631.1,0.291064
1631.2,0.291064
1631.3,0.291064
1631.4,1.474547
1631.5,1.472588
1631.6,1.631691
1631.7,1.629558
1631.8,1.627432
1631.9,1.738384
1632,1.736142
1632.1,4.576352
1632.2,4.571505
1632.3,4.56667
1632.4,6.249625
1632.5,6.243995
1632.6,6.330895
1632.7,6.325257
1632.8,6.31963
1632.9,6.360829
1633,6.355144
1633.1,11.38516
1633.2,11.379597
1633.3,11.374046
1633.4,14.167459
1633.5,14.16372
1633.6,14.14748
1633.7,14.143745
1633.8,14.140017
1633.9,14.081721
1634,14.077962
1634.1,15.691368
1634.2,15.689215
1634.3,15.687067
1634.4,16.563755
1634.5,16.562651
1634.6,16.509141
1634.7,16.507976
1634.8,16.506814
1634.9,16.44708
1635,16.44585
1635.1,17.228278
1635.2,17.22807
1635.3,17.227861
1635.4,17.645734
1635.5,17.646107
1635.6,17.602622
1635.7,17.602932
1635.8,17.603241
1635.9,17.560119
1636,17.560365
1636.1,16.69059
1636.2,16.689668
1636.3,16.688748
1636.4,16.196901
1636.5,16.195379
1636.6,16.175836
1636.7,16.174299
1636.8,16.172765
1636.9,16.162149
1637,16.16061
1637.1,14.483655
1637.2,14.480344
1637.3,14.47704
1637.4,13.543985
1637.5,13.5399
1637.6,13.540813
1637.7,13.536749
1637.8,13.532694
1637.9,13.54364
1638,13.539613
1638.1,12.712203
1638.2,12.707595
1638.3,12.702996
1638.4,12.242519
1638.5,12.237654
1638.6,12.240253
1638.7,12.235413
1638.8,12.230582
1638.9,12.234953
1639,12.230148
1639.1,11.395651
1639.2,11.390425
1639.3,11.385209
1639.4,10.918104
1639.5,10.912713
1639.6,10.909068
1639.7,10.9037
1639.8,10.898335
1639.9,10.896445
1640,10.891103
1640.1,11.71777
1640.2,11.712838
1640.3,11.707916
1640.4,12.157287
1640.5,12.152647
1640.6,12.130255
1640.7,12.125623
1640.8,12.121001
1640.9,12.090632
1641,12.086013
1641.1,13.724036
1641.2,13.720667
1641.3,13.717304
1641.4,14.60859
1641.5,14.606096
1641.6,14.560106
1641.7,14.557578
1641.8,14.555055
1641.9,14.500271
1642,14.497704
1642.1,16.954035
1642.2,16.954485
1642.3,16.954935
1642.4,18.292936
1642.5,18.295434
1642.6,18.229066
1642.7,18.231442
1642.8,18.233812
1642.9,18.158859
1643,18.161095
1643.1,21.442308
1643.2,21.450721
1643.3,21.459119
1643.4,23.249858
1643.5,23.262281
1643.6,23.182621
1643.7,23.194775
1643.8,23.206906
1643.9,23.119927
1644,23.131776
1644.1,24.738967
1644.2,24.754767
1644.3,24.770537
1644.4,25.646391
1644.5,25.664346
1644.6,25.615747
1644.7,25.633452
1644.8,25.651125
1644.9,25.607452
1645,25.624892
1645.1,28.108859
1645.2,28.133373
1645.3,28.157839
1645.4,29.533819
1645.5,29.562483
1645.6,29.540948
1645.7,29.569341
1645.8,29.59768
1645.9,29.575006
1646,29.603074
1646.1,30.436627
1646.2,30.467673
1646.3,30.498669
1646.4,30.975558
1646.5,31.007981
1646.6,31.029524
1646.7,31.061789
1646.8,31.093995
1646.9,31.123104
1647,31.15518
1647.1,32.870291
1647.2,32.908246
1647.3,32.946131
1647.4,33.928131
1647.5,33.969395
1647.6,34.023044
1647.7,34.064204
1647.8,34.105288
1647.9,34.158488
1648,34.199467
1648.1,35.101157
1648.2,35.145309
1648.3,35.18938
1648.4,35.731207
1648.5,35.777061
1648.6,35.860447
1648.7,35.90628
1648.8,35.95203
1648.9,36.039157
1649,36.0849
1649.1,36.181684
1649.2,36.227459
1649.3,36.273069
1649.4,36.378061
1649.5,36.423687
1649.6,36.535632
1649.7,36.581345
1649.8,36.626973
1649.9,36.744923
1650,36.790659
1650.1,36.913527
1650.2,36.959391
1650.3,37.005167
1650.4,37.132423
1650.5,37.178341
1650.6,37.309139
1650.7,37.355212
1650.8,37.401198
1650.9,37.535265
1651,37.581416
1651.1,36.049782
1651.2,36.089828
1651.3,36.129798
1651.4,35.330298
1651.5,35.367133
1651.6,35.496278
1651.7,35.533294
1651.8,35.570237
1651.9,35.711864
1652,35.749029
1652.1,35.055722
1652.2,35.090228
1652.3,35.124667
1652.4,34.791993
1652.5,34.825069
1652.6,34.953051
1652.7,34.986312
1652.8,35.019508
1652.9,35.152045
1653,35.185439
1653.1,34.483459
1653.2,34.514315
1653.3,34.545109
1653.4,34.201613
1653.5,34.231072
1653.6,34.346505
1653.7,34.376125
1653.8,34.4057
1653.9,34.525864
1654,34.555467
1654.1,33.011573
1654.2,33.03626
1654.3,33.060896
1654.4,32.232171
1654.5,32.25425
1654.6,32.342434
1654.7,32.364607
1654.8,32.386734
1654.9,32.486187
1655,32.508454
1655.1,32.605511
1655.2,32.627897
1655.3,32.650236
1655.4,32.745199
1655.5,32.767649
1655.6,32.860714
1655.7,32.883271
1655.8,32.90578
1655.9,32.997405
1656,33.020015
1656.1,33.110309
1656.2,33.133016
1656.3,33.155676
1656.4,33.245003
1656.5,33.267756
1656.6,33.356162
1656.7,33.379005
1656.8,33.401802
1656.9,33.489818
1657,33.512933
1657.1,33.600303
1657.2,33.623504
1657.3,33.646657
1657.4,33.733609
1657.5,33.756845
1657.6,33.843351
1657.7,33.866669
1657.8,33.889939
1657.9,33.97622
1658,33.99957
1658.1,34.085574
1658.2,34.109004
1658.3,34.132385
1658.4,34.218306
1658.5,34.241765
1658.6,34.327534
1658.7,34.351089
1658.8,34.374595
1658.9,34.460447
1659,34.484029
1659.1,34.5702
1659.2,34.593861
1659.3,34.617472
1659.4,34.703797
1659.5,34.727485
1659.6,34.813742
1659.7,34.837508
1659.8,34.861223
1659.9,34.947574
1660,34.971366
1660.1,35.057714
1660.2,35.081582
1660.3,35.105399
1660.4,35.191898
1660.5,35.215792
1660.6,35.302337
1660.7,35.326306
1660.8,35.350201
1660.9,35.436849
1661,35.460752
1661.1,34.720006
1661.2,34.741681
1661.3,34.76331
1661.4,34.372772
1661.5,34.393196
1661.6,34.456987
1661.7,34.477439
1661.8,34.497846
1661.9,34.569045
1662,34.589499
1662.1,35.488395
1662.2,35.511149
1662.3,35.533854
1662.4,36.084549
1662.5,36.108627
1662.6,36.206191
1662.7,36.230394
1662.8,36.254544
1662.9,36.345421
1663,36.369654
1663.1,35.633456
1663.2,35.655452
1663.3,35.677399
1663.4,35.289269
1663.5,35.310016
1663.6,35.374596
1663.7,35.395369
1663.8,35.416096
1663.9,35.48809
1664,35.508863
1664.1,34.755721
1664.2,34.774371
1664.3,34.79298
1664.4,34.387319
1664.5,34.404767
1664.6,34.451747
1664.7,34.469192
1664.8,34.486598
1664.9,34.541711
1665,34.559135
1665.1,34.615784
1665.2,34.633229
1665.3,34.650636
1665.4,34.708612
1665.5,34.726043
1665.6,34.785127
1665.7,34.802585
1665.8,34.820004
1665.9,34.880128
1666,34.897576
1666.1,33.309108
1666.2,33.322575
1666.3,33.336012
1666.4,32.438017
1666.5,32.449322
1666.6,32.45267
1666.7,32.463907
1666.8,32.475119
1666.9,32.494615
1667,32.505794
1667.1,32.528557
1667.2,32.539712
1667.3,32.550841
1667.4,32.576292
1667.5,32.587403
1667.6,32.615133
1667.7,32.626229
1667.8,32.637301
1667.9,32.667085
1668,32.678147
1668.1,31.886327
1668.2,31.895594
1668.3,31.90484
1668.4,31.45761
1668.5,31.465861
1668.6,31.469058
1668.7,31.477261
1668.8,31.485445
1668.9,31.497779
1669,31.505934
1669.1,31.520904
